series,id,wk,zh,zh_hl,en,diff,diff_icon,diff_txt,d1,d2,d3,d4,g1,g2,g3a,g3a_num1,g3a_num2,g3b,g3b_num1,g3b_num2,g4,key,sub
STOCK,STOCK-075,股市基礎・K線說的話你聽得懂嗎,陰線,陰線,Bearish Candlestick,easy,🌱,入門,🟢,📉,😰,⚠️,收盤價<b>低於開盤價</b>的K線，通常為綠色,陰線代表當天賣方力量強於買方,開盤,一百元,,收盤,九十五元,綠色陰線,陰線實體越長代表當天空方力量越強,陰線代表當天賣方勝・實體越長空方越強,陰線就是當天收盤價低於開盤價的K線，在台灣用綠色表示，所以叫綠K線。陰線代表這一天賣方的力量大於買方，股價從開盤到收盤是往下走的。陰線的實體越長，代表當天空方的力量越強、賣壓越沉重。很多人看到陰線就緊張，但其實陰線出現在不同的位置，意義也不一樣。在高點出現大陰線是警訊，但在跌了一段之後出現陰線縮量，有時候反而是跌勢放緩的訊號。
STOCK,STOCK-076,股市基礎・K線說的話你聽得懂嗎,開盤價,開盤價,Opening Price,easy,🌱,入門,🔔,⏰,💲,⚠️,當天股市開盤時的<b>第一個成交價格</b>,開盤價反映市場對昨收後消息的第一個反應,今天,開盤九十五元,,昨收,一百元,開低走高或低,開盤跳空代表重大消息，要先搞清楚原因,開盤價是市場的第一個態度表達・要觀察走勢,開盤價是當天股市開盤時的第一個成交價格，反映市場在昨天收盤之後到今天開盤之前，這段時間內所有消息的消化結果。如果今天開盤比昨天收盤高很多，叫做跳空高開；低很多就叫跳空低開。跳空通常代表有重大的消息或事件發生，是一個需要特別注意的訊號。開盤之後的走勢，是繼續往開盤方向走、還是快速反轉，也是很重要的觀察點。
STOCK,STOCK-077,股市基礎・K線說的話你聽得懂嗎,收盤價,收盤價,Closing Price,easy,🌱,入門,🔔,🌙,💲,⚠️,當天交易結束時的<b>最後成交價格</b>,收盤價是最重要的參考基準，隔天開盤的起點,今天,收盤一百元,,明天,開盤,以此為基準,收盤價決定技術指標和均線的計算基準,收盤價是一天的定論・技術指標都以此計算,收盤價是當天交易結束時的最後成交價格，也是市場對這一天所有資訊消化之後的定論。收盤價是最重要的技術分析基準，所有的均線、技術指標，都是以收盤價來計算的。隔天的開盤，也是以今天的收盤價為參考起點。很多主力或法人會在收盤前集中拉抬或壓低股價，讓收盤價停在一個對自己有利的位置，這種行為在台灣市場時常可以觀察到，尤其是在月底或季底的時候。
STOCK,STOCK-078,股市基礎・K線說的話你聽得懂嗎,上引線下引線,引線,Upper and Lower Shadows,easy,🌱,入門,📏,🕯️,🔍,⚠️,K線實體上下的<b>細線</b>，代表最高和最低價,引線長短透露當天多空攻防的激烈程度,上引線長,代表高點遇到賣壓,,下引線長,代表低點,有買方撐盤,長上引線在高點是警訊，代表上方賣壓沉重,引線長短透露多空訊息・要配合位置來解讀,K線上面和下面伸出來的細線，就是上引線和下引線。上引線是從實體最高點延伸到當天最高價，代表盤中曾經漲到那裡，但收盤前被賣壓打回來了。下引線是從實體最低點延伸到當天最低價，代表盤中曾經跌到那裡，但有買盤撐起來了。引線的長短很有意義，長長的上引線在高點出現，通常代表上方賣壓沉重，要小心；長長的下引線在低點出現，通常代表有支撐，是比較正面的訊號。要配合K線所在的位置一起解讀，不能斷章取義。
STOCK,STOCK-079,股市基礎・均線是什麼為什麼大家都在看,五日均線,五日均,5-Day Moving Average,easy,🌱,入門,📈,🔢,⏱️,⚠️,過去<b>五個交易日</b>收盤價的平均值,五日均線反映最近一週的短期趨勢,今日五日均線,就是,最近五天,,收盤價,加總,除以五,五日均線最敏感，假突破假跌破最多,五日均線最靈敏・短線參考但雜訊也最多,五日均線就是最近五個交易日收盤價的平均值，也就是大約一週的平均成本。它是所有均線裡面反應最快的一條，股價稍微有個風吹草動，五日均線就會跟著動。做短線的人很喜歡看五日均線，因為它最敏感。但敏感是雙面刃，雜訊也最多，假突破假跌破非常頻繁。不能光看股價和五日均線的關係就做決策，要搭配其他均線和成交量，才能提高判斷的準確性。
STOCK,STOCK-080,股市基礎・均線是什麼為什麼大家都在看,十日均線,十日均,10-Day Moving Average,easy,🌱,入門,📈,🔢,📅,⚠️,過去<b>十個交易日</b>收盤價的平均值,十日均線代表近兩週市場的平均成本,十日均線,就是,最近兩週,,收盤價,加總,除以十,十日均線比五日均穩定，是短線的重要支撐,十日均線是短線支撐壓力的重要參考,十日均線是最近十個交易日收盤價的平均，大約代表兩週的市場平均成本。比五日均線穩定一些，雜訊相對少，在短線交易中是一個很常被觀察的支撐和壓力參考位置。當股價在十日均線以上運行，通常短線偏多；跌破十日均線，就要提高一點警覺。但要記住，均線是落後指標，它反映的是過去的資訊，不能單靠均線就做投資決定，要配合其他的判斷工具一起使用。
STOCK,STOCK-081,股市基礎・均線是什麼為什麼大家都在看,二十日均線,月線,20-Day Moving Average,easy,🌱,入門,📈,📅,💹,⚠️,過去<b>二十個交易日</b>收盤價的平均，俗稱月線,月線代表一個月的市場平均成本，中期趨勢參考,二十日均線,代表,約一個月,,市場,平均,持股成本,月線是多空分界的重要參考位置,月線是多空分界的重要指標・站上偏多跌破偏空,二十日均線就是俗稱的月線，代表最近一個月市場的平均持股成本。很多投資人把月線當成多空分界的重要參考，股價站上月線通常偏多看待，跌破月線就要偏空謹慎。月線比五日和十日均線穩定，假突破的情況相對少一些。在實戰中，月線是一個很多人都在盯著看的關鍵位置，因此也會成為一個自我實現的支撐和壓力，當很多人都在看同一個位置，那個位置就真的會有意義。
STOCK,STOCK-082,股市基礎・均線是什麼為什麼大家都在看,六十日均線,季線,60-Day Moving Average,easy,🌱,入門,📈,📅,🏢,⚠️,過去<b>六十個交易日</b>收盤價的平均，俗稱季線,季線代表三個月的市場平均成本，中長期趨勢,六十日均線,代表,約三個月,,市場,平均,持股成本,季線轉折是中期趨勢改變的重要訊號,季線轉折是中期趨勢變化的重要訊號,六十日均線就是俗稱的季線，代表最近三個月的市場平均成本。季線的意義在於中期趨勢的判斷，當股價在季線以上、季線本身也在往上走，通常代表中期趨勢是健康的多頭。反之，股價跌破季線、季線也開始往下彎，就代表中期趨勢已經轉弱。季線的轉折比月線更慢，但相對更可靠，假訊號較少。做中期投資的人，季線是一個非常重要的參考工具。
STOCK,STOCK-083,股市基礎・均線是什麼為什麼大家都在看,黃金交叉,黃金交叉,Golden Cross,easy,🌱,入門,✨,📈,💰,⚠️,短期均線<b>由下往上穿越</b>長期均線的訊號,黃金交叉通常被視為中期偏多的確認訊號,五日均線,由下往上,,穿越,二十日均線,黃金交叉,黃金交叉出現後可能已經漲一段要注意,黃金交叉是偏多訊號・但不代表馬上會大漲,黃金交叉是短期均線由下往上穿越長期均線的技術訊號，通常被視為一個偏多的確認。例如五日均線往上穿越二十日均線，代表短期的平均成本開始超越中期的平均成本，多方力量在增強。但要注意一件事，黃金交叉是落後指標，等到訊號出現的時候，股價往往已經從低點漲了一段了。追在黃金交叉出現後進場，有時候反而是買在波段的相對高點。黃金交叉是參考，不是保證。
STOCK,STOCK-084,股市基礎・均線是什麼為什麼大家都在看,死亡交叉,死亡交叉,Death Cross,easy,🌱,入門,💀,📉,⚠️,🔻,短期均線<b>由上往下穿越</b>長期均線的訊號,死亡交叉通常被視為中期偏空的警示訊號,五日均線,由上往下,,穿越,二十日均線,死亡交叉,死亡交叉出現時股價可能已跌一段,死亡交叉是偏空警訊・但不代表馬上會崩跌,死亡交叉是短期均線由上往下穿越長期均線的技術訊號，被視為偏空的警示。例如五日均線往下穿越二十日均線，代表短期平均成本跌破中期平均成本，空方力量在增強。同樣的，死亡交叉也是落後指標，等到訊號確認時，股價可能已經從高點跌了一段。這時候才殺出，有時候反而賣在波段的相對低點。死亡交叉是提醒你要謹慎的訊號，不是叫你立刻不惜一切賣掉的指令。
STOCK,STOCK-085,股市基礎・技術指標那麼多哪個最常被誤用,MACD,MACD,Moving Average Convergence Divergence,easy,🌱,入門,📊,🔄,📈,⚠️,快慢均線差值的<b>趨勢動能</b>指標,MACD適合判斷趨勢動能，不適合當作即時進出訊號,MACD柱狀體,由負轉正,,代表,動能,從空轉多,MACD在盤整行情中最容易給出假訊號,MACD判斷趨勢動能・盤整時假訊號最多,MACD是技術分析裡很常被用到的指標，用來衡量趨勢的動能變化。它的計算基礎是快速均線和慢速均線之間的差值，搭配一條訊號線和柱狀體來呈現。當MACD柱狀體由負轉正，代表動能從空方轉向多方；由正轉負則相反。但我要提醒一件事，MACD是一個適合判斷趨勢動能的工具，在趨勢行情中很好用，但在盤整行情裡面，它給出的假訊號非常多。很多新手拿MACD當作即時買賣訊號，結果頻繁進出、反覆被假訊號耍。要先理解它的適用情境。
STOCK,STOCK-086,股市基礎・技術指標那麼多哪個最常被誤用,KD指標,KD,Stochastic Oscillator,easy,🌱,入門,📊,🔄,⚡,⚠️,衡量股價在<b>高低價區間</b>相對位置的指標,KD適合在震盪行情抓高低點，趨勢中容易失真,KD值,高於八十,,進入,超買,區域要注意,KD在趨勢行情中會長期維持在高位或低位,KD適合震盪行情・趨勢行情中容易失真,KD指標是衡量目前股價在一段時間高低價區間裡相對位置的工具。KD值在八十以上通常被視為超買區，在二十以下被視為超賣區。在震盪行情中，KD用來抓短線高低點很好用。但在趨勢行情裡面，KD會長期停留在超買或超賣區，一直出現賣出訊號，但股票就是不跌。這時候如果盲目跟著KD操作，就會一直錯過漲勢，甚至放空被軋。了解KD的適用情境，比學會怎麼看KD更重要。
STOCK,STOCK-087,股市基礎・技術指標那麼多哪個最常被誤用,RSI,RSI,Relative Strength Index,easy,🌱,入門,📊,💪,🔢,⚠️,衡量股價<b>漲跌強弱</b>的動能指標，介於零到百,RSI高於七十超買，低於三十超賣是基本參考,RSI,高於七十,,進入,超買,區要提高警覺,RSI在強勢股中可以長期維持高位不回,RSI衡量動能強弱・超買超賣只是參考非鐵律,RSI是相對強弱指標，數值介於零到一百之間，用來衡量股價漲跌動能的強弱。一般的理解是RSI高於七十進入超買區、低於三十進入超賣區。但這個理解只是基本參考，不是鐵律。很多強勢股的RSI可以長期維持在七十以上，一直在超買區但股票就是不跌。反過來，弱勢股的RSI可能長期在三十以下。RSI真正的用法，更多是看背離訊號，也就是股價創新高但RSI沒有同步創新高的時候，往往是趨勢轉弱的提示。
STOCK,STOCK-088,股市基礎・技術指標那麼多哪個最常被誤用,布林通道,布林,Bollinger Bands,easy,🌱,入門,📊,〰️,📏,⚠️,以均線為中心的<b>標準差通道</b>，衡量波動範圍,布林通道寬窄反映市場波動程度的變化,股價,碰到上軌,,可能,遇到,壓力回落,布林通道收窄後通常會出現一波較大行情,布林通道衡量波動・收窄後常有大行情出現,布林通道是以均線為中心、上下各加減一定標準差所形成的通道。通道的寬窄反映市場波動的大小，波動大的時候通道寬，波動小的時候通道窄。股價觸碰上軌通常被視為超買、觸碰下軌被視為超賣，這是最常見的用法。但還有一個很實用的觀察，就是布林通道收窄之後，通常會出現一波比較大的行情，方向不確定，但幅度往往不小。布林通道收縮是行情醞釀的訊號，值得關注。
STOCK,STOCK-089,股市基礎・技術指標那麼多哪個最常被誤用,趨勢線,趨勢線,Trendline,easy,🌱,入門,📏,📈,🖊️,⚠️,連接股價<b>高點或低點</b>的直線，顯示趨勢方向,趨勢線是判斷行情方向最直觀的工具,連接,兩個以上低點,,畫出,上升,趨勢線,趨勢線的有效性取決於接觸點的數量,接觸點越多趨勢線越有效・跌破才算真跌破,趨勢線是把股價的高點或低點連接起來畫出的直線，用來直觀地顯示行情的方向。上升趨勢線是連接一系列的低點，下降趨勢線是連接一系列的高點。趨勢線的有效性，很大程度取決於有多少個點接觸過這條線，接觸點越多代表這條線越重要。當股價跌破有效的上升趨勢線，通常是一個需要提高警覺的訊號。但要等收盤確認，單日的盤中跌破不算，很多時候是假跌破，然後再漲回來。
STOCK,STOCK-090,股市基礎・技術指標那麼多哪個最常被誤用,支撐壓力,支撐壓力,Support and Resistance,easy,🌱,入門,🧱,📊,⚖️,⚠️,股價不容易跌破的<b>支撐</b>和不容易突破的<b>壓力</b>,支撐和壓力是技術分析最核心的概念之一,股價,跌到某個價位,,一直,反彈,形成支撐,支撐被跌破就轉為壓力，壓力被突破就轉為支撐,支撐壓力互相轉換・是技術分析的核心概念,支撐和壓力是技術分析裡最核心的概念。支撐是股價不容易跌破的價位，因為在那個位置有足夠的買盤承接；壓力是股價不容易突破的價位，因為那裡有足夠的賣壓。有一個很重要的特性叫做支撐壓力互換，就是支撐一旦被跌破，就會變成日後反彈的壓力；壓力一旦被突破，就會變成日後回測的支撐。這個互換的概念在實際操作中非常實用，是技術分析入門必學的觀念。
STOCK,STOCK-091,股市基礎・成交量能告訴你什麼秘密,成交量,成交量,Trading Volume,easy,🌱,入門,📊,🔢,💹,⚠️,某段時間內<b>買賣成交</b>的股票總張數,成交量反映市場參與的活躍程度,今天,成交量一萬張,,代表,一萬張,股票換手,量是價的先行指標，無量的漲跌要特別謹慎,量是多空的溫度計・有量才有意義的漲跌,成交量是某段時間內買賣雙方成交的股票總張數，反映市場參與的活躍程度。很多人說量是多空的溫度計，這話很有道理。一個健康的上漲行情，通常是伴隨著成交量的擴大；反過來，下跌時成交量萎縮，代表賣壓不重。最需要警惕的是無量的漲跌，漲的時候沒有量，代表背後沒有實質買盤支撐，很容易反轉；跌的時候沒有量，有時候反而是跌勢放緩的訊號。量和價的關係，是技術分析裡最值得深入研究的課題之一。
STOCK,STOCK-092,股市基礎・成交量能告訴你什麼秘密,成交量能,量能,Volume Momentum,easy,🌱,入門,💪,📊,🔥,⚠️,成交量背後反映的<b>市場買賣力道</b>強弱,量能強代表市場參與度高行情有支撐,量能,持續擴大,,代表,市場,持續有人進場,量能突然暴增要分辨是突破還是出貨,量能是行情真假的驗證工具,量能是成交量背後所代表的市場力道。看量能不只是看今天成交了多少張，更重要的是量能的變化趨勢。量能持續擴大，代表越來越多的市場參與者在進場，行情的基礎比較紮實；量能持續萎縮，代表市場越來越冷清，行情的持續性要打個問號。特別要注意的是量能突然暴增的情況，可能是主力突破關鍵價位的啟動，也可能是主力藉機出貨的訊號。要搭配股價在什麼位置、長期走勢如何，才能正確解讀。
STOCK,STOCK-093,股市基礎・成交量能告訴你什麼秘密,量價關係,量價,Price-Volume Relationship,easy,🌱,入門,🔗,📈,📊,⚠️,成交量與股價變化之間的<b>互動關係</b>,量價配合的行情最健康，量價背離要小心,股價,上漲加量,,是,健康,的多頭訊號,價漲量縮或價跌量增都是背離訊號,量價同向是健康行情・背離是警示訊號,量價關係是技術分析裡非常重要的觀察維度。最理想的多頭行情是價漲量增，代表股價上漲是有實質買盤支撐的；價跌量縮則代表賣壓不重，下跌可能是短暫的調整。但如果出現價漲量縮，代表股票在漲但參與者越來越少，行情的持續性值得懷疑；價跌量增則更要小心，代表有大量的籌碼在下跌過程中被賣出，後續可能有更大的跌勢。量價背離是行情轉折的重要提示，要認真對待。
STOCK,STOCK-094,股市基礎・成交量能告訴你什麼秘密,買盤,買盤,Buying Orders,easy,🌱,入門,📈,💚,💰,⚠️,市場上願意<b>買進股票</b>的委託力量,買盤強勁代表市場需求旺盛股價有上漲動力,大量,買盤湧現,,股價,被推高,成交量增加,買盤可能是真實買進也可能是拉抬吸引散戶,買盤是推升股價的力量・要判斷是真買還是假買,買盤就是市場上願意買進股票的委託力量。當買盤強勁，代表市場需求旺盛，股價就有往上走的動力。但要學會分辨買盤的真假。有時候主力製造出大量買盤的假象，目的是吸引散戶跟進，等散戶追高之後，主力悄悄轉變成賣方。真實的買盤會讓股價穩定走高，伴隨著量能的擴大；假買盤往往是瞬間拉抬，然後快速縮量，股價撐不住。仔細觀察買盤的持續性，是判斷真假的重要方法。
STOCK,STOCK-095,股市基礎・成交量能告訴你什麼秘密,賣盤,賣盤,Selling Orders,easy,🌱,入門,📉,🔴,💸,⚠️,市場上願意<b>賣出股票</b>的委託力量,賣盤沉重代表持股者想出場股價有下跌壓力,大量,賣盤湧現,,股價,被壓低,成交量增加,高點出現大賣盤是主力出貨的常見訊號,賣盤是壓制股價的力量・高點大賣盤要警惕,賣盤就是市場上願意賣出股票的委託力量。當賣盤沉重，代表持股者迫切想要出場，股價就會受到向下的壓力。在高點出現大量的賣盤，往往是主力出貨的訊號，代表他們開始把手上的籌碼賣給追高的散戶。低點的賣盤如果逐漸萎縮，反而可能是賣壓減輕、底部成形的徵兆。學會觀察賣盤的力道和位置，對於判斷股票的短期走勢非常有幫助。
STOCK,STOCK-096,股市基礎・成交量能告訴你什麼秘密,掛單,掛單,Order Book,easy,🌱,入門,📋,💲,👀,⚠️,買賣雙方<b>尚未成交</b>的委託資訊,五檔掛單透露市場買賣雙方的力量對比,買方,掛單一百張,,賣方,掛單,五百張偏空,掛單可以被快速撤單，不代表真實意圖,掛單透露即時供需・但可能被主力用來誤導,掛單是買賣雙方還沒有成交的委託資訊，通常在交易系統上可以看到五檔報價，分別顯示買方和賣方各五個價位的掛單量。觀察掛單可以了解即時的市場供需情況，買方掛單多代表有支撐，賣方掛單多代表有壓力。但要特別注意，掛單是可以隨時撤銷的，主力有時候會刻意掛大量的假買單製造支撐假象、或者掛大量假賣單製造壓力假象，然後在關鍵時刻撤單，誘使散戶做出錯誤的判斷。觀察掛單要保持一定的懷疑態度。
STOCK,STOCK-097,股市基礎・財報三表你只要懂這幾件事,財務報表,財報,Financial Statements,easy,🌱,入門,📋,🏢,📊,⚠️,公司對外公開的<b>財務狀況</b>完整報告,財報是了解公司真實狀況最重要的依據,每季,公布一次,,包含,損益,資產負債現金流,財報要看趨勢，不能只看單一季的數字,財報是公司的健康檢查報告・要看趨勢變化,財務報表是公司對外公開的財務狀況完整報告，是投資人了解一家公司最重要的資料來源。台灣上市上櫃公司每季都要公布財報，年度財報要經過會計師查核。財報包含損益表、資產負債表和現金流量表三大報表，分別告訴你公司賺不賺錢、有多少資產和負債、現金的流入流出情況。但看財報不能只看單一季的數字，要看多季的趨勢變化，才能判斷公司是在改善還是在惡化。
STOCK,STOCK-098,股市基礎・財報三表你只要懂這幾件事,損益表,損益表,Income Statement,easy,🌱,入門,📊,💰,📈,⚠️,顯示公司在<b>特定期間</b>賺了多少錢的報表,損益表是最直觀的財報，告訴你公司有沒有賺錢,公司,這季營收一億,,扣除成本後,淨利,一千萬元,營收成長但獲利下降代表成本壓力增加,損益表看賺錢能力・要同時看營收和獲利,損益表是最直觀的財務報表，告訴你公司在這段時間到底賺了多少錢。從最上面的營收，一路扣掉各種成本和費用，最後得出稅後淨利。每一層的數字都有意義，毛利率看生產效率、營業利益率看本業獲利能力、稅後淨利看最終成果。很多投資人只看最後的淨利數字，但更重要的是看中間的趨勢。如果營收成長但獲利下滑，代表成本壓力在增加，這是一個值得深挖的警訊。
STOCK,STOCK-099,股市基礎・財報三表你只要懂這幾件事,資產負債表,資產負債,Balance Sheet,easy,🌱,入門,⚖️,🏢,📋,⚠️,公司在<b>特定時點</b>所有資產和負債的快照,資產負債表告訴你公司有多少本錢和欠多少債,公司,總資產十億,,負債,七億,淨值三億,負債比過高代表財務風險大，要特別注意,資產負債表是財務健康的快照・負債比是關鍵,資產負債表是公司在特定時間點上，所有資產和負債的完整快照。資產包括現金、設備、土地等；負債包括向銀行的借款、應付帳款等。資產減去負債，就是股東權益，也就是公司真正屬於股東的淨值。負債比是一個很重要的觀察指標，負債比過高代表公司借了太多錢，財務風險比較大。如果遇到景氣下滑或者利率上升，高負債的公司會面臨很大的財務壓力，投資前一定要把這個風險評估清楚。
STOCK,STOCK-100,股市基礎・財報三表你只要懂這幾件事,現金流量表,現金流,Cash Flow Statement,easy,🌱,入門,💵,🔄,📊,⚠️,記錄公司<b>現金實際進出</b>的報表,現金流是比獲利更真實的財務健康指標,公司,帳面賺錢,,但現金,持續,流出要注意,自由現金流為正代表公司有真實的獲利能力,現金流是真實的血液・比帳面獲利更可靠,現金流量表記錄公司在這段期間現金實際流入和流出的情況。這是三大報表中最容易被投資人忽略、但其實非常重要的一張。因為帳面上的獲利可以透過會計手法調整，但現金是藏不住的。一家公司可能帳面上有獲利，但現金卻一直在流出，這種情況要特別警覺，可能是應收帳款無法收回、或者獲利品質有問題。自由現金流持續為正，是一家公司真正具備獲利能力的重要證明。
STOCK,STOCK-101,股市基礎・財報三表你只要懂這幾件事,營業收入,營收,Revenue,easy,🌱,入門,💰,📈,🏢,⚠️,公司在<b>本業銷售</b>產品或服務取得的收入,營收是公司規模和業務動能的直接指標,公司,這季營收五億,,比上季,成長,兩成年增率,營收成長但獲利沒跟上是需要深究的警訊,營收是公司的業務溫度計・要看成長趨勢,營收是公司在本業上銷售產品或提供服務所取得的收入，是損益表最上面的那個數字，也叫做頂線。觀察營收有兩個重要的維度，一個是月增率，就是和上個月比較；一個是年增率，就是和去年同期比較。年增率更有參考價值，因為很多產業有季節性，單純跟上個月比容易被誤導。台灣上市上櫃公司每個月都要公布月營收，是投資人追蹤公司業務動能最即時的工具。
STOCK,STOCK-102,股市基礎・財報三表你只要懂這幾件事,毛利,毛利,Gross Profit,easy,🌱,入門,💹,📊,🔢,⚠️,營收扣掉<b>直接生產成本</b>後的初步獲利,毛利率反映公司產品的定價能力和生產效率,營收,一億元,,扣除,成本,六千萬毛利四千萬,毛利率下滑是公司競爭力衰退的早期警訊,毛利率是競爭力的指標・下滑要深入研究原因,毛利是營收扣掉直接生產成本後的初步獲利，毛利除以營收就是毛利率。毛利率是一個非常重要的財務指標，反映公司對自己產品的定價能力，以及生產效率的高低。毛利率高代表公司有競爭優勢，能賣到好的價格或者控制好成本；毛利率持續下滑，往往是公司競爭力衰退的早期警訊，可能是產品失去差異化、市場競爭加劇、或者原物料成本上升。在財報分析中，毛利率的趨勢是我最先看的幾個數字之一。
STOCK,STOCK-103,股市基礎・毛利率EPS ROE這三個最重要,毛利率,毛利率,Gross Margin,easy,🌱,入門,📊,💹,🏆,⚠️,毛利占營收的<b>百分比</b>，反映定價能力,毛利率越高代表公司產品越有競爭優勢,毛利率,百分之五十,,代表,每賣一百元,賺五十元毛利,毛利率要和同業比較才有意義,毛利率要和同業比・高於同業才是真優勢,毛利率就是毛利占營收的百分比。一家公司的毛利率高不高，要跟同業相比才有意義，不同產業的正常毛利率差異非常大。科技業可能毛利率五十%以上，傳統製造業可能只有十幾%，這不代表製造業比較差，而是產業特性不同。同一家公司的毛利率趨勢，才是最重要的觀察維度。如果一家公司的毛利率持續高於同業，代表它有真正的競爭優勢；如果毛利率逐季下滑，要去研究原因，可能是值得注意的警訊。
STOCK,STOCK-104,股市基礎・毛利率EPS ROE這三個最重要,營業利益率,營益率,Operating Margin,easy,🌱,入門,📊,💼,🔢,⚠️,扣除<b>所有營業費用</b>後的本業獲利比率,營業利益率反映公司本業的真實獲利效率,毛利,四千萬,,扣除,營業費用,剩下本業利益,業外收入讓淨利漂亮但不代表本業好,營業利益率才是本業真實獲利能力,營業利益率是毛利扣掉所有營業費用後的本業獲利比率。營業費用包括研發費用、銷售費用、管理費用等。相較於毛利率，營業利益率更能反映公司本業的真實獲利能力。有些公司毛利率不錯，但花了大量的研發費用或銷售費用，導致營業利益率很低。看財報的時候，我很重視營業利益率，因為它告訴你公司本業到底賺不賺錢。如果一家公司靠業外收入讓淨利看起來不錯，但本業其實是在虧錢，那就要特別小心。
STOCK,STOCK-105,股市基礎・毛利率EPS ROE這三個最重要,稅後淨利,淨利,Net Income After Tax,easy,🌱,入門,💰,📊,✅,⚠️,扣除所有費用和稅負後的<b>最終獲利</b>,稅後淨利是公司最終賺到口袋的錢,營收,扣除所有,成本費用稅,,最後剩,稅後淨利,才是真正的獲利,業外損益影響淨利，要區分是否來自本業,稅後淨利是最後的結果・要看是否來自本業,稅後淨利就是公司扣掉所有的成本、費用和稅之後，最終賺到的錢。這個數字是損益表的最終結果，也是我們計算EPS的基礎。但稅後淨利不一定能完整代表公司的本業狀況，因為裡面包含了業外收益和業外損失。有時候公司本業表現普通，但賣掉了一塊土地或者有投資收益，讓稅後淨利突然變得很好看。這種情況不具持續性，投資時要仔細區分淨利的來源，本業獲利才是真正有意義的。
STOCK,STOCK-106,股市基礎・毛利率EPS ROE這三個最重要,EPS每股盈餘,EPS,Earnings Per Share,easy,🌱,入門,💰,🔢,📊,⚠️,稅後淨利除以<b>流通股數</b>的每股獲利金額,EPS是評估公司獲利能力最常用的指標,稅後淨利,一億元,,流通股數,一億股,EPS等於一元,股本膨脹會讓EPS下滑，不代表公司變差,EPS衡量每股賺多少・股本膨脹會稀釋,EPS就是每股盈餘，稅後淨利除以流通股數，告訴你公司每一股賺了多少錢。EPS是評估公司獲利能力最常用的指標，也是計算本益比的基礎。但要注意一個細節，就是股本膨脹會讓EPS被稀釋。公司如果一直配股或者辦理增資，流通股數增加，即使獲利維持不變，EPS也會因此下滑。所以看EPS要同時關注股本的變化，獲利有沒有跟上股本的增速，才能判斷公司的獲利品質是在提升還是在稀釋。
STOCK,STOCK-107,股市基礎・毛利率EPS ROE這三個最重要,ROE股東權益報酬率,ROE,Return on Equity,easy,🌱,入門,🏆,💰,📊,⚠️,稅後淨利除以<b>股東權益</b>的報酬率,ROE衡量公司運用股東資金創造獲利的效率,稅後淨利,一億元,,股東權益,十億元,ROE等於一成,ROE持續高於一成五是優質公司的重要特徵,ROE持續高代表公司有護城河・是選股重要指標,ROE是股東權益報酬率，計算方式是稅後淨利除以股東權益。這個指標衡量的是公司用股東的錢創造獲利的效率，是我最重視的財務指標之一。ROE持續高於一成五，通常被認為是優質公司的特徵，代表公司有某種競爭優勢，讓它能夠持續高效率地運用股東的資本。但ROE也可能因為高度借貸而被人為拉高，所以還要搭配負債比一起看。ROE連續多年維持高位，是我選股時很重要的篩選條件之一。
STOCK,STOCK-108,股市基礎・毛利率EPS ROE這三個最重要,ROA資產報酬率,ROA,Return on Assets,easy,🌱,入門,🏢,💰,📊,⚠️,稅後淨利除以<b>總資產</b>的報酬率,ROA衡量公司運用全部資產創造獲利的效率,稅後淨利,一億元,,總資產,二十億元,ROA等於五%,ROA比ROE更不受財務槓桿影響，更客觀,ROA衡量資產效率・比ROE更不受槓桿影響,ROA是資產報酬率，用稅後淨利除以公司的總資產。相較於ROE，ROA更能客觀反映公司運用所有資源創造獲利的效率，因為它不受財務槓桿的影響。一家公司可以透過大量借款把ROE拉高，但ROA就沒辦法這樣操弄。ROA高且穩定，代表公司資產運用效率好，是一個優質公司的特徵。在比較不同公司的獲利能力時，ROA和ROE搭配使用，可以讓你更全面地評估公司的真實財務表現。
